@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.Remove-R3-32-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R4-6-weka.filters.unsupervised.attribute.Remove-R10

@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XABSOLDEV numeric
@attribute YABSOLDEV numeric
@attribute ZABSOLDEV numeric
@attribute XSTANDDEV numeric
@attribute YSTANDDEV numeric
@attribute ZSTANDDEV numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0,8.22,1.28,4.74,5.94,3.62,5.79,7.3,5.79,Jogging
0,8.21,1.39,5.02,6.35,3.48,5.97,7.65,5.97,Jogging
0,8.38,1.45,4.98,6.09,3.66,5.92,7.44,5.92,Jogging
0,8.15,1.38,5.15,6.35,4.19,6.16,7.79,6.16,Jogging
0,8.13,1.24,5.4,6.53,4.23,6.49,7.94,6.49,Jogging
0,8.37,1.33,5.22,6.07,3.87,6.25,7.56,6.25,Jogging
0,7.87,1.27,5.26,6.3,3.6,6.28,7.6,6.28,Jogging
0,7.98,1.29,4.82,5.94,3.29,5.8,7.27,5.8,Jogging
0,8.73,1.03,4.08,4.81,2.98,4.93,5.88,4.93,Jogging
0,9.27,1.26,3.38,3.83,2.71,4.32,4.73,4.32,Jogging
0,8.29,1.23,4.97,6.59,4.14,6.1,7.98,6.1,Jogging
0,8.38,1.23,5.14,6.23,4.01,6.23,7.63,6.23,Jogging
0,8.22,1.25,5.02,6.24,3.73,6.04,7.62,6.04,Jogging
0,8.22,1.29,5.03,6.62,3.74,5.94,7.94,5.94,Jogging
0,8.37,1.35,4.6,6.3,3.54,5.64,7.58,5.64,Jogging
0,8.21,1.34,4.89,6.4,3.81,5.91,7.9,5.91,Jogging
0,8.27,1.37,4.86,6.32,3.47,5.81,7.64,5.81,Jogging
0,8.83,0.72,4.4,6.13,4.14,5.48,7.46,5.48,Jogging
0,8.38,0.66,4.67,6.94,4.64,5.72,8.33,5.72,Jogging
0,8.22,0.92,4.44,6.52,4.22,5.44,7.87,5.44,Jogging
0,8.74,1.12,4.9,6.06,3.65,5.79,7.31,5.79,Jogging
0,8.59,0.96,4.67,6.06,3.57,5.7,7.43,5.7,Jogging
0,8.56,1.02,4.92,5.73,3.42,5.87,7.03,5.87,Jogging
0,9.38,1.01,3.37,3.39,2.42,4.1,4.04,4.1,Jogging
0,9.4,1.15,3.03,3.38,2.37,3.84,4,3.84,Jogging
0,8.53,1.01,4.46,5,2.87,5.54,6.34,5.54,Jogging
0,7.9,1,5.4,6.74,4.32,6.45,8.18,6.45,Jogging
0,8.42,1.24,5.11,6.4,3.77,6.19,7.84,6.19,Jogging
0,8.73,1.16,4.97,6.45,4.02,6.1,7.81,6.1,Jogging
0,7.67,1.02,5.16,6.58,3.94,6.27,7.84,6.27,Jogging
0,7.97,1.15,5.46,6.51,3.99,6.59,7.89,6.59,Jogging
0,8.3,1.03,4.85,5.37,3.68,5.91,6.79,5.91,Jogging
0,9.18,1.44,3.2,3.31,2.49,3.99,3.9,3.99,Jogging
0,9.25,1.27,3.19,3.05,2.33,3.91,3.57,3.91,Jogging
0,8.11,1.51,4.68,5.61,3.45,5.77,6.89,5.77,Jogging
0,7.97,1.03,5.17,6.72,4.14,6.28,8.07,6.28,Jogging
0,8.26,1.34,5.14,6.41,4.3,6.31,7.95,6.31,Jogging
0,7.93,1.39,5.26,6.1,4.07,6.25,7.55,6.25,Jogging
0,7.94,1.58,5.4,6.37,4.6,6.53,7.82,6.53,Jogging
0,7.98,1.42,5.29,6.46,4.13,6.26,7.84,6.26,Jogging
0,8.57,1.51,4.44,4.84,3.23,5.48,6.16,5.48,Jogging
0,9.22,1.38,3.16,2.7,2.21,3.89,3.19,3.89,Jogging
0,9.24,1.41,3.13,2.56,2.15,3.82,3.17,3.82,Jogging
0,8.49,1.37,5.24,6.2,3.95,6.22,7.6,6.22,Jogging
0,7.91,0.92,4.97,6.86,3.99,5.99,8.23,5.99,Jogging
0,8.34,1.77,4.96,6.43,4.23,6.13,7.75,6.13,Jogging
0,8.27,1.4,4.97,6.45,3.98,6.08,7.82,6.08,Jogging
0,4.63,0.63,2.47,3.93,2.04,5.46,8.35,5.46,Jogging
0,9.53,1.52,1.77,2.52,1.75,2.3,3.16,2.3,Upstairs
0,9.03,2.3,1.79,2.05,1.75,2.21,2.58,2.21,Upstairs
0,9.26,2.09,1.58,1.84,1.57,1.94,2.25,1.94,Upstairs
0,9.23,2.11,1.53,1.58,1.78,1.87,2.04,1.87,Upstairs
0,9.27,1.98,1.52,1.42,1.59,1.72,1.9,1.72,Upstairs
0,9.11,2.4,1.43,1.36,1.77,1.64,1.82,1.64,Upstairs
0,9.36,1.87,1.31,1.25,1.78,1.57,1.71,1.57,Upstairs
0,9.5,1.2,1.44,2.45,1.66,1.82,3.14,1.82,Downstairs
0,9.63,1.74,1.48,2.54,1.33,1.93,3.2,1.93,Downstairs
0,9.76,1.3,1.66,2.51,1.35,2.11,3.22,2.11,Downstairs
0,9.51,1.71,1.66,2.41,1.21,2.09,3.11,2.09,Downstairs
0,9.79,1.81,1.74,3.05,1.47,2.21,3.84,2.21,Downstairs
0,0.15,-0.02,0.01,0.15,0.02,1.03,7.6,1.03,Downstairs
0,9.15,2.05,2.11,2.26,1.63,2.56,2.79,2.56,Upstairs
0,9.13,2.33,1.92,1.94,1.61,2.27,2.45,2.27,Upstairs
0,9.07,2.25,1.91,1.75,1.73,2.23,2.23,2.23,Upstairs
0,9.17,2.13,1.77,1.46,1.68,2.06,1.95,2.06,Upstairs
0,9.17,2.24,1.73,1.34,1.82,1.99,1.86,1.99,Upstairs
0,9.23,2.15,1.87,1.29,1.58,2.12,1.7,2.12,Upstairs
0,7.54,1.89,1.81,1.79,1.46,2.53,2.56,2.53,Upstairs
0,9.57,2,1.5,2.41,1.38,1.96,3.09,1.96,Downstairs
0,9.54,1.84,1.43,2.23,1.5,1.84,2.77,1.84,Downstairs
0,9.8,1.43,1.47,2.22,1.53,1.88,2.73,1.88,Downstairs
0,9.56,1.77,1.66,2.37,1.3,2.1,2.93,2.1,Downstairs
0,9.54,1.99,1.59,2.82,1.46,2.07,3.48,2.07,Downstairs
0,1.81,0.31,0.31,1.48,0.54,2.13,8.82,2.13,Downstairs
0,9.1,2.51,1.81,2.37,1.61,2.24,2.93,2.24,Upstairs
0,9.24,2.28,1.71,1.79,1.71,2.03,2.19,2.03,Upstairs
0,8.89,3.05,1.61,1.66,1.89,1.89,2.16,1.89,Upstairs
0,9.18,2.4,1.44,1.33,1.65,1.7,1.82,1.7,Upstairs
0,9.29,2.31,1.54,1.42,1.54,1.86,1.95,1.86,Upstairs
0,8.4,2.5,1.37,1.42,1.61,1.72,1.94,1.72,Upstairs
0,9.63,1.77,1.41,2.13,1.24,1.76,2.81,1.76,Downstairs
0,9.67,2,1.45,2.27,1.36,1.85,2.92,1.85,Downstairs
0,9.7,1.85,1.54,2.28,1.34,1.97,2.86,1.97,Downstairs
0,9.68,1.67,1.52,2.55,1.43,1.92,3.15,1.92,Downstairs
0,8.52,1.46,1.28,2.32,1.51,1.99,3.46,1.99,Downstairs
0,8.8,2.71,1.92,2.81,1.76,2.36,3.51,2.36,Upstairs
0,8.93,3.05,1.8,1.94,1.77,2.12,2.44,2.12,Upstairs
0,9.14,2.69,1.72,1.38,1.72,1.99,1.81,1.99,Upstairs
0,8.81,3.11,1.49,1.58,1.91,1.81,1.98,1.81,Upstairs
0,8.97,2.74,1.56,1.29,1.85,1.75,1.68,1.75,Upstairs
0,8.84,3.04,1.55,1.46,1.85,1.81,1.83,1.81,Upstairs
0,8.2,2.78,1.44,1.58,1.61,1.81,2.12,1.81,Upstairs
0,9.49,1.95,1.58,2.34,1.32,2.04,2.92,2.04,Downstairs
0,9.53,2,1.75,2.47,1.42,2.23,2.99,2.23,Downstairs
0,9.52,1.82,1.68,2.27,1.55,2.1,2.9,2.1,Downstairs
0,9.58,1.78,1.68,2.25,1.61,2.13,2.97,2.13,Downstairs
0,9.5,1.93,1.68,2.7,1.58,2.13,3.4,2.13,Downstairs
0,3.28,0.57,0.67,2.2,0.68,2.43,7.35,2.43,Downstairs
0,-2.21,7.74,5.16,0.04,0.05,5.16,0.2,5.16,Sitting
0,-2.27,7.87,4.99,0.03,0.04,4.99,0.05,4.99,Sitting
0,-2.26,7.88,4.91,0.02,0.02,4.92,0.04,4.92,Sitting
0,-2.26,7.91,4.89,0.02,0.04,4.9,0.04,4.9,Sitting
0,-2.25,7.96,4.86,0.04,0.04,4.86,0.06,4.86,Sitting
0,-2.23,8.22,4.43,0.04,0.04,4.43,0.06,4.43,Sitting
0,-2.28,8.24,4.41,0.02,0.03,4.41,0.03,4.41,Sitting
0,-2.28,8.24,4.37,0.03,0.03,4.37,0.04,4.37,Sitting
0,-2.26,8.23,4.31,0.02,0.03,4.31,0.03,4.31,Sitting
0,-2.26,8.24,4.28,0.02,0.03,4.29,0.03,4.29,Sitting
0,-2.24,8.3,4.29,0.02,0.03,4.29,0.03,4.29,Sitting
0,-2.23,8.34,4.3,0.02,0.04,4.31,0.03,4.31,Sitting
0,-1.12,4.16,2.13,0.56,2.08,4.26,1.12,4.26,Sitting
0,9.46,2.62,0.47,0.09,0.13,0.54,0.15,0.54,Standing
0,9.4,2.72,0.92,0.06,0.08,0.94,0.09,0.94,Standing
0,9.42,2.69,0.84,0.07,0.08,0.86,0.09,0.86,Standing
0,9.45,2.66,0.72,0.06,0.08,0.73,0.08,0.73,Standing
0,9.4,2.74,0.86,0.04,0.05,0.87,0.06,0.87,Standing
0,9.4,2.72,0.94,0.07,0.1,0.96,0.09,0.96,Standing
0,9.52,2.09,1.37,0.06,0.15,1.39,0.09,1.39,Standing
0,9.47,2.37,1.3,0.1,0.17,1.32,0.13,1.32,Standing
0,9.43,2.48,1.32,0.04,0.06,1.33,0.06,1.33,Standing
0,5.85,1.52,0.85,2.22,0.58,1.38,3.59,1.38,Standing
0,9.76,-0.57,5.88,6.85,4.25,7.25,8.01,7.25,Jogging
0,9.9,-0.98,5.62,8.31,4.05,7.39,9.42,7.39,Jogging
0,10.71,0.44,8.74,7.09,4.17,10.49,8.13,10.49,Jogging
0,10.37,-0.1,9.28,6.49,4.2,11.29,7.83,11.29,Jogging
0,10.76,-0.65,8.83,6.92,4.44,10.68,8.02,10.68,Jogging
0,9.81,0.67,9.34,6.84,4.32,11.15,8.04,11.15,Jogging
0,9.6,0.47,9.76,7.17,4.45,11.42,8.18,11.42,Jogging
0,8.99,0.61,9.6,7.41,4.11,11.36,8.64,11.36,Jogging
0,9.91,-0.01,9.97,7.14,4.1,11.77,8.51,11.77,Jogging
0,8.96,0.74,10.23,7.18,4.61,11.75,8.44,11.75,Jogging
0,9.86,-0.38,10.37,6.99,3.9,12.1,8.49,12.1,Jogging
0,10.55,-0.26,10.34,6.49,4.63,12.08,7.86,12.08,Jogging
0,10,-0.08,10.49,6.78,4.26,12.07,8,12.07,Jogging
0,9.77,0.37,10.11,6.88,4.34,11.9,8.2,11.9,Jogging
0,10.26,-0.1,10.23,6.51,4.22,11.83,7.79,11.83,Jogging
0,10.15,0.27,10.29,6.91,4.68,12.01,8.05,12.01,Jogging
0,10.5,-0.2,10.42,6.7,4.24,12.06,7.84,12.06,Jogging
0,10.38,-0.67,9.91,6.57,4.13,11.56,7.85,11.56,Jogging
0,10.21,-0.05,9.64,6.52,4.11,11.28,7.73,11.28,Jogging
0,9.4,0.08,9.78,6.98,3.59,11.46,7.97,11.46,Jogging
0,9.5,0.09,9.83,6.66,3.87,11.49,7.8,11.49,Jogging
0,10.06,-0.22,10,6.81,4.12,11.63,7.92,11.63,Jogging
0,9.76,-0.57,9.69,6.88,4.04,11.34,8.03,11.34,Jogging
0,9.04,0.25,10.41,7.48,3.6,12.21,8.56,12.21,Jogging
0,9.54,0.18,10.39,6.95,4.15,11.84,8.15,11.84,Jogging
0,9.7,-0.06,9.85,7.12,4.36,11.64,8.46,11.64,Jogging
0,9.2,0.07,10.23,7.27,3.66,11.96,8.3,11.96,Jogging
0,0.8,-0.02,0.55,0.81,0.18,8.02,11.11,8.02,Jogging
0,10.28,-0.44,4.37,4.12,2.97,5.31,5,5.31,Walking
0,10.63,-1.14,4.7,4.13,3.28,5.83,4.97,5.83,Walking
0,10.58,-1.21,4.58,3.85,2.81,5.75,4.62,5.75,Walking
0,10.78,-0.99,4.65,3.93,2.9,5.84,4.73,5.84,Walking
0,10.92,-1.02,4.84,4.12,2.5,5.85,5,5.85,Walking
0,10.8,-0.94,4.67,4.09,2.76,5.61,4.89,5.61,Walking
0,10.92,-0.95,4.85,4.08,2.62,5.76,5.01,5.76,Walking
0,10.98,-1.04,4.86,3.85,2.71,5.86,4.74,5.86,Walking
0,10.86,-1.17,4.82,4.25,2.88,5.82,5.16,5.82,Walking
0,10.76,-1.17,4.97,4.35,2.75,6.05,5.25,6.05,Walking
0,10.87,-1.1,5.01,4.15,2.8,5.95,5.14,5.95,Walking
0,10.77,-1.17,4.87,4.23,2.89,5.82,5.07,5.82,Walking
0,10.81,-1.07,4.72,4.16,2.71,5.71,5.07,5.71,Walking
0,10.88,-1.01,4.79,4.12,2.78,5.79,5.09,5.79,Walking
0,10.78,-0.93,4.96,4.21,2.6,5.89,5.15,5.89,Walking
0,10.9,-1.03,5.11,4.24,2.04,6.04,5.3,6.04,Walking
0,11.08,-0.98,5.1,4.17,2.31,5.96,5.27,5.96,Walking
0,11,-1.13,5.02,4.14,2.33,5.96,5.19,5.96,Walking
0,10.83,-1.04,5.13,4.34,2.49,6.06,5.28,6.06,Walking
0,10.79,-0.94,5.04,4.39,2.38,6.08,5.32,6.08,Walking
0,10.76,-0.96,4.87,4.49,2.44,5.92,5.45,5.92,Walking
0,10.76,-1.21,4.81,4.26,2.63,5.8,5.19,5.8,Walking
0,10.71,-1.03,4.94,4.5,2.59,5.99,5.44,5.99,Walking
0,10.84,-0.78,4.79,4.51,2.38,5.65,5.46,5.65,Walking
0,10.83,-0.86,4.65,4.25,2.32,5.53,5.23,5.53,Walking
0,10.69,-1.05,4.9,4.16,2.23,5.85,5.13,5.85,Walking
0,10.9,-0.82,4.84,4.2,2.16,5.76,5.26,5.76,Walking
0,10.68,-0.94,5.01,4.29,2.21,5.91,5.24,5.91,Walking
0,10.74,-0.92,4.92,4.31,2.37,5.9,5.21,5.9,Walking
0,10.95,-0.93,4.95,4.1,2.46,6.01,4.99,6.01,Walking
0,10.79,-1.02,4.48,3.4,2.03,5.41,4.35,5.41,Walking
0,0.16,-0.03,0.02,0.16,0.03,1.99,10.61,1.99,Walking
0,9.59,0.6,8.9,7.51,3.61,10.88,8.49,10.88,Jogging
0,10.32,0.09,8.88,6.35,3.74,10.7,7.66,10.7,Jogging
0,9.67,-0.16,9.58,7.29,4.31,11.44,8.49,11.44,Jogging
0,11.03,-0.1,10.44,7.11,4.92,12.18,8.5,12.18,Jogging
0,9.3,0.01,10.17,7.41,4.59,11.76,8.33,11.76,Jogging
0,9.09,-0.23,9.38,7.57,4.53,11,8.64,11,Jogging
0,10.38,0.43,10.94,6.79,4.31,12.57,8.06,12.57,Jogging
0,9.87,-0.25,10.05,6.92,4.16,11.7,8.08,11.7,Jogging
0,9.45,-0.16,9.81,6.74,4.19,11.47,8.2,11.47,Jogging
0,10.09,-0.99,9.49,7.19,4.87,11.28,8.62,11.28,Jogging
0,9.82,-0.37,9.54,6.91,3.67,11.29,8.23,11.29,Jogging
0,8.86,-0.37,8.77,7.16,3.91,10.53,8.4,10.53,Jogging
0,8.36,-0.2,9.34,7.62,4.2,11.03,9.15,11.03,Jogging
0,9.07,0.58,9.99,6.87,4.88,11.68,8.46,11.68,Jogging
0,9,-0.3,9.22,6.8,4.42,10.9,8.09,10.9,Jogging
0,9.59,-0.15,9.79,6.98,4.3,11.58,8.16,11.58,Jogging
0,9.54,-0.1,9.44,7.13,4.15,11.22,8.32,11.22,Jogging
0,8.87,-0.2,9.07,7.7,4.4,10.95,8.73,10.95,Jogging
0,9.46,0.17,9.3,6.99,4.43,11.2,8.16,11.2,Jogging
0,9.4,-0.18,9.6,7.16,4.14,11.57,8.35,11.57,Jogging
0,9.99,-0.09,9.93,6.78,4.92,11.59,7.92,11.59,Jogging
0,10.71,-0.85,10.33,7.13,4.2,12.04,8.32,12.04,Jogging
0,10.33,-0.71,10.12,6.96,4.69,11.79,8.14,11.79,Jogging
0,10.66,-0.31,9.77,6.59,4.27,11.56,7.74,11.56,Jogging
0,10.83,-0.06,10.73,6.56,4.24,12.43,7.63,12.43,Jogging
0,9.57,-0.52,9.51,6.85,4.32,11.11,8.2,11.11,Jogging
0,7.16,-0.96,7.1,5.25,3.03,11.1,7.87,11.1,Jogging
0,10.63,-0.27,3.58,3.16,2.19,4.66,3.91,4.66,Walking
0,10.75,-0.44,4.02,3.37,2.28,5.05,4.12,5.05,Walking
0,11,-0.33,4.69,4.21,2.58,5.6,5.05,5.6,Walking
0,10.88,-0.62,4.55,3.94,2.6,5.52,4.81,5.52,Walking
0,10.86,-0.6,4.85,4.06,2.37,5.68,5.03,5.68,Walking
0,10.92,-0.57,4.57,4.16,2.5,5.61,4.98,5.61,Walking
0,10.9,-0.52,4.38,4.22,2.52,5.27,4.97,5.27,Walking
0,11.07,-0.5,4.43,3.73,2.22,5.31,4.62,5.31,Walking
0,11.06,-0.52,4.31,3.94,2.51,5.21,4.66,5.21,Walking
0,10.73,-0.48,3.87,3.77,2.39,4.73,4.61,4.73,Walking
0,10.81,-0.5,4.53,3.99,2.38,5.46,4.89,5.46,Walking
0,10.85,-0.53,4.62,4.15,2.33,5.59,5.04,5.59,Walking
0,10.91,-0.62,4.65,4.1,2.33,5.67,4.89,5.67,Walking
0,11.33,-0.64,4.77,4.35,2.41,5.66,5.11,5.66,Walking
0,10.89,-0.5,4.37,4.27,2.45,5.15,5.07,5.15,Walking
0,10.98,-0.6,4.88,4.17,2.63,5.72,5.02,5.72,Walking
0,10.81,-0.35,4.64,3.96,2.36,5.67,4.74,5.67,Walking
0,10.89,-0.6,4.49,3.99,2.06,5.47,4.74,5.47,Walking
0,10.99,-0.52,4.53,4.12,2.18,5.33,4.92,5.33,Walking
0,11.1,-0.28,4.22,4.06,2.29,5.04,4.8,5.04,Walking
0,10.95,-0.45,4.1,3.96,2.35,4.99,4.76,4.99,Walking
0,10.76,-0.48,3.69,3.6,2.22,4.55,4.44,4.55,Walking
0,10.83,-0.57,4.03,3.95,2.15,4.87,4.88,4.87,Walking
0,10.73,-0.38,4.03,3.63,2.39,4.83,4.56,4.83,Walking
0,10.8,-0.43,3.99,3.61,1.72,4.99,4.41,4.99,Walking
0,11.01,-0.36,4.28,3.6,2.33,5.21,4.44,5.21,Walking
0,11.02,-0.27,4.32,3.75,2.37,5.14,4.49,5.14,Walking
0,10.64,-0.49,3.56,3.58,1.85,4.54,4.32,4.54,Walking
0,10.6,-0.52,4,3.52,1.64,5.07,4.32,5.07,Walking
0,10.79,-0.53,3.66,3.24,1.34,4.81,4.06,4.81,Walking
0,10.66,-1.16,3.53,2.99,2.56,4.52,3.82,4.52,Walking
0,0.32,-0.62,0.05,0.3,0.58,1.12,4.83,1.12,Walking
0,10.11,-1.65,3.58,4.21,3.05,4.23,5.2,4.23,Walking
0,10.07,-1.66,3.9,4.07,2.92,4.82,5.07,4.82,Walking
0,10.12,-1.53,4.1,4.14,2.94,5.14,5.2,5.14,Walking
0,10.3,-1.48,4.02,3.94,3.01,5.25,4.95,5.25,Walking
0,10.01,-1.69,4.09,3.94,2.74,5.07,4.91,5.07,Walking
0,9.92,-1.54,4.18,4.02,2.84,5.29,4.93,5.29,Walking
0,9.96,-1.55,4.28,3.9,3,5.44,4.86,5.44,Walking
0,10.05,-1.44,4.17,3.94,2.74,5.33,4.9,5.33,Walking
0,10.08,-1.29,4.13,3.61,2.78,5.23,4.63,5.23,Walking
0,10.07,-1.56,4.15,3.82,2.79,5.32,4.89,5.32,Walking
0,9.84,-1.4,4.61,3.96,3.04,5.65,4.94,5.65,Walking
0,10.01,-1.46,4.35,3.91,3.04,5.65,4.84,5.65,Walking
0,10.13,-1.43,4.17,3.81,2.83,5.32,4.71,5.32,Walking
0,10.15,-1.37,4,3.79,2.63,5.18,4.68,5.18,Walking
0,9.94,-1.28,4.34,3.72,2.7,5.44,4.74,5.44,Walking
0,10,-1.45,4.42,3.89,2.89,5.59,4.97,5.59,Walking
0,10.06,-1.38,4.52,3.72,2.86,5.51,4.72,5.51,Walking
0,10,-1.33,4.38,3.8,2.75,5.55,4.81,5.55,Walking
0,9.93,-1.2,4.45,3.62,2.93,5.57,4.66,5.57,Walking
0,10.01,-1.28,4.51,3.64,2.97,5.69,4.68,5.69,Walking
0,9.91,-1.4,4.21,3.76,2.84,5.14,4.74,5.14,Walking
0,9.94,-1.32,4.74,3.9,3.07,6,4.82,6,Walking
0,9.92,-1.36,4.94,3.94,3.25,5.93,4.94,5.93,Walking
0,9.94,-1.37,4.37,3.87,2.79,5.41,4.89,5.41,Walking
0,9.76,-1.34,4.51,3.97,2.79,5.52,4.98,5.52,Walking
0,9.92,-1.22,4.38,3.74,2.75,5.67,4.75,5.67,Walking
0,9.86,-1.31,4.52,3.84,2.67,5.54,4.76,5.54,Walking
0,9.88,-1.3,4.33,3.67,2.75,5.2,4.62,5.2,Walking
0,9.88,-1.26,4.41,3.76,2.78,5.51,4.78,5.51,Walking
0,9.91,-1.25,4.53,4.01,2.75,5.57,5.02,5.57,Walking
0,9.83,-1.4,4.5,3.78,2.77,5.66,4.85,5.66,Walking
0,9.78,-1.24,4.46,3.96,2.96,5.58,4.97,5.58,Walking
0,4.31,-0.46,1.67,2.65,1.12,5.06,7.1,5.06,Walking
0,7.35,-0.89,6.02,7.13,3.89,7.62,8.79,7.62,Jogging
0,7.64,-0.19,8.19,8.12,4.51,9.51,9.77,9.51,Jogging
0,8.67,-0.92,8.34,8.51,4.92,9.6,9.96,9.6,Jogging
0,9.19,-1.13,8.02,7.78,4.64,9.39,9.08,9.39,Jogging
0,9.51,-0.58,8.12,7.24,4.19,9.59,8.31,9.59,Jogging
0,8.22,-0.58,7.89,8.08,4.75,9.23,9.47,9.23,Jogging
0,7.92,-0.6,8.52,7.77,4.86,10.05,9.29,10.05,Jogging
0,8.91,-0.53,8.05,7.52,4.62,9.31,8.86,9.31,Jogging
0,8.23,-0.6,7.75,7.97,4.87,9.12,9.39,9.12,Jogging
0,9.18,-1.2,8.37,7.1,4.82,9.79,8.54,9.79,Jogging
0,9.32,-1.03,8.34,7.51,4.85,9.69,9.22,9.69,Jogging
0,9.28,-0.92,8.26,7.56,4.4,9.8,8.64,9.8,Jogging
0,9.24,-1.35,8.21,7.9,5.11,9.57,9.34,9.57,Jogging
0,9.92,-1.22,8.26,7.02,4.99,9.6,8.25,9.6,Jogging
0,7.81,-0.95,8.08,7.63,5.1,9.54,9.02,9.54,Jogging
0,8.78,-1.05,8.13,7.81,4.63,9.52,9.5,9.52,Jogging
0,9.83,-1.1,9.03,7.67,3.89,10.55,8.57,10.55,Jogging
0,9.07,-0.75,8.08,7.48,5.17,9.53,8.76,9.53,Jogging
0,8.83,-0.2,7.86,7.16,4.93,9.19,8.47,9.19,Jogging
0,8.28,-0.68,8.23,7.66,4.75,9.66,9.29,9.66,Jogging
0,10.03,-0.86,8.32,7.25,4.77,9.72,8.37,9.72,Jogging
0,8.22,-0.47,7.99,7.82,4.87,9.3,9.44,9.3,Jogging
0,8.36,-0.27,8.28,7.48,4.74,9.83,9.12,9.83,Jogging
0,9.36,-0.68,8.35,7.29,4.97,9.9,8.76,9.9,Jogging
0,9.05,-0.39,8.23,7.86,5.13,9.58,9.51,9.58,Jogging
0,6.75,-0.53,6.01,5.48,3.79,9.61,8.78,9.61,Jogging
0,9.42,-1.12,3.57,4.82,3.26,4.4,5.7,4.4,Walking
0,9.59,-1.05,3.94,4.69,3.16,4.78,5.56,4.78,Walking
0,9.74,-1.07,4.02,4.83,3.47,4.88,5.7,4.88,Walking
0,9.71,-1.28,3.96,4.62,3.13,4.73,5.35,4.73,Walking
0,9.7,-1.15,3.98,4.63,3.12,4.95,5.55,4.95,Walking
0,9.4,-1.14,4.04,4.64,3.09,4.94,5.62,4.94,Walking
0,9.46,-1.16,4.17,4.81,3.18,5.19,5.85,5.19,Walking
0,9.47,-1.26,4.2,5,3.29,5.1,5.85,5.1,Walking
0,9.61,-1.18,4.39,4.77,3.19,5.35,5.74,5.35,Walking
0,9.67,-1.02,4,4.6,3.13,4.96,5.47,4.96,Walking
0,9.64,-1.18,3.91,4.65,3.12,4.87,5.6,4.87,Walking
0,9.15,-1.44,4.26,4.95,3.38,5.22,5.98,5.22,Walking
0,9.61,-1.23,4,4.39,3,5,5.42,5,Walking
0,9.51,-1.18,4.19,4.8,3.2,5.09,5.78,5.09,Walking
0,9.59,-1.23,4.07,4.64,3.14,5.11,5.62,5.11,Walking
0,9.24,-1.41,4.17,4.78,3.12,5.13,5.74,5.13,Walking
0,9.67,-1.14,4.11,4.64,3.01,5.13,5.64,5.13,Walking
0,9.38,-1.42,4.3,4.72,3.21,5.15,5.63,5.15,Walking
0,9.75,-1.33,4.5,4.71,3.2,5.51,5.61,5.51,Walking
0,9.29,-1.15,4.4,4.86,3.21,5.29,5.79,5.29,Walking
0,9.7,-1.22,4.41,4.63,3.16,5.33,5.55,5.33,Walking
0,9.47,-1.1,4.27,4.61,3.51,5.26,5.59,5.26,Walking
0,9.69,-1,4.25,4.5,2.96,5.29,5.42,5.29,Walking
0,9.6,-1.39,4.29,4.42,3.12,5.29,5.37,5.29,Walking
0,9.56,-1.17,4.22,4.47,3.32,5.32,5.61,5.32,Walking
0,9.5,-1.27,4.19,4.37,3.05,5.23,5.38,5.23,Walking
0,9.51,-1.27,4.27,4.53,3.3,5.23,5.65,5.23,Walking
0,9.6,-1.11,4.21,4.38,3.28,5.03,5.38,5.03,Walking
0,6.62,-0.85,2.89,3.54,2.2,5.21,6.1,5.21,Walking
0,7.6,-0.59,7.8,7.99,5.28,9.44,9.65,9.44,Jogging
0,7.81,-0.37,9.04,8,5.15,10.39,9.53,10.39,Jogging
0,8.62,-0.95,8.27,7.37,5.13,9.92,9.01,9.92,Jogging
0,9.32,-1.09,8.73,7.48,5.26,10.15,8.99,10.15,Jogging
0,9.29,-0.83,8.41,7.47,4.69,9.78,8.83,9.78,Jogging
0,8.84,-1.74,8.06,8.07,4.94,9.51,9.85,9.51,Jogging
0,9.08,-1.53,8.76,7.91,4.88,10.18,9.41,10.18,Jogging
0,8.86,-1.05,7.87,7.96,4.8,9.17,9.48,9.17,Jogging
0,9.03,-1,8.76,7.11,5.19,10.29,8.7,10.29,Jogging
0,8.61,-1.29,8.62,7.72,5.2,10.11,9.52,10.11,Jogging
0,8.7,-1.63,8.89,7.93,5.44,10.5,9.56,10.5,Jogging
0,8.42,-1.47,8.84,8.14,5.43,10.24,9.72,10.24,Jogging
0,9.28,-0.73,8.95,7.52,5.01,10.31,8.91,10.31,Jogging
0,9.17,-0.72,8.53,7.26,5.16,9.9,8.79,9.9,Jogging
0,9.28,-0.42,8.56,7.48,4.9,9.95,8.86,9.95,Jogging
0,7.75,-0.99,8.52,8.16,4.7,9.79,10.22,9.79,Jogging
0,9.82,-0.72,8.53,7.36,4.65,9.65,8.8,9.65,Jogging
0,8.65,-0.84,8.17,7.67,4.93,9.38,9.19,9.38,Jogging
0,10.38,-1.3,9.4,7.45,4.83,10.65,8.89,10.65,Jogging
0,9.06,-0.84,8.84,8,4.95,10.12,9.39,10.12,Jogging
0,9.61,-1.24,8.78,7.75,5.07,10.11,9.2,10.11,Jogging
